Title,Area bare soil
Regions,States & Territories
Description,Annual mean area of bare soil.
InputFile,au/FractCov/BS/FractCover.V3_0_1.AnnualMeans.aust.005.BS.nc
RegionCode,STATE_CODE
RegionLabels,See file STE_codes.csv to match RegionCode to region name.
ColumnLabels,See file DLCD_codes.csv to match ColumnID to category name.
Units,km2
NoDataValue,-9999
Produced,05-Mar-2016 18:34:05
AuthorEmail,albert.vandijk@anu.edu.au
------------------------------------------ 
-9999,1,3,4,5,6,7,8,9,10,11,14,15,16,18,19,24,25,31,32,33,34,35
0,81.979,2182.1,707.65,587.17,52.817,0.37042,19278,14761,0,651.37,7613.7,49.656,4817.1,8872.5,45408,14526,9676.8,3138.7,4235.7,14743,10887,544.31
1,24.727,717.71,19.509,449.84,168.49,0,9401,9191.1,0,91.059,987.93,23.383,39.693,960.84,627.01,189.16,96.465,998.62,1493.4,1957.9,2604.2,539.79
2,294.31,1700.3,2596.7,458.16,47.682,254.06,3444.6,4905.3,57.072,778.54,24706,0.020992,19050,26724,1.7467e+05,17590,17776,5152.4,12399,22127,38377,397.99
3,85.228,1585.5,13546,117.85,27.947,0,12782,4332.7,0,183.05,3167.3,0.98956,4852,3344,2.993e+05,20392,67220,153.06,454.03,7456.9,2780.7,222.48
4,416.32,3247.8,11845,46.965,15.731,0.038036,29473,3264.8,0,84.874,5231.1,0,79489,17637,5.3376e+05,66523,1.8461e+05,765.62,2495.4,36222,18115,317.47
5,3.1599,407.39,0.17872,56.702,26.525,0,7.9576,819.95,0,16.481,32.873,0.21995,3.2624,3.7765,36.362,0.87652,0.12711,1047.4,1045.1,13.766,210.91,35.816
6,23.798,1374,1496,9.6191,0.095521,0.012198,12.959,15.943,0,285.85,10907,0,1.1094e+05,22083,1.9461e+05,19019,64279,974.95,10837,20033,24760,22.459
7,0.059534,1.8153,0,0.083293,0.12204,0,0.065785,48.798,0,0,1.5922,0.13044,0.17461,0.50736,1.2877,0.20955,0.020501,4.5962,55.855,0.90979,28.046,34.217
8,0,0.047632,0,0,0,0,0,0.002855,0,0.001095,0.011419,0.0014593,0.0012189,0,0.021992,0,0,1.0736,0.23547,0,0.05141,0
9999,929.57,11217,30211,1726.4,339.4,254.48,74400,37339,57.072,2091.2,52647,74.401,2.1919e+05,79626,1.2484e+06,1.3824e+05,3.4366e+05,12237,33016,1.0256e+05,97764,2114.5
