Title,Area bare soil
Regions,States & Territories
Description,Annual mean area of bare soil.
InputFile,au/FractCov/BS/FractCover.V3_0_1.AnnualMeans.aust.005.BS.nc
RegionCode,STATE_CODE
RegionLabels,See file STE_codes.csv to match RegionCode to region name.
ColumnLabels,See file DLCD_codes.csv to match ColumnID to category name.
Units,km2
NoDataValue,-9999
Produced,05-Mar-2016 18:57:00
AuthorEmail,albert.vandijk@anu.edu.au
ColumnIDs,1,3,4,5,6,7,8,9,10,11,14,15,16,18,19,24,25,31,32,33,34,35
------------------------------------------ 
0,81.394,1775,720.47,599.28,56.603,0.40648,21475,17335,0,868.14,10038,47.165,5843.6,11854,55832,17585,12254,3227.5,4794.2,18302,13751,572.62
1,24.761,597.54,11.612,463.82,176.19,0,9210.1,9655.9,0,92.329,966.98,23.022,37.956,888.89,567.54,173.63,88.394,1066.7,1677.4,2027,2711.9,554.1
2,314.18,1683.1,2688.2,511.78,50.876,264.5,4538.6,6001,55.814,1037.9,39395,0.029684,24502,42690,2.2644e+05,24103,22985,5209.7,13815,32004,54687,438.94
3,82.998,1813.3,14322,122.64,30.231,0,11146,4305.6,0,194.9,3040.7,0.96118,5365.5,3224.5,3.2703e+05,21674,70969,163.75,445.59,7861.7,3077.8,220.93
4,417.86,3381.6,12781,48.532,16.09,0.040499,28400,3152,0,82.447,5411.9,0,82646,19664,5.8208e+05,69154,1.9967e+05,858.79,2639.6,35687,18483,321.44
5,3.0625,382.29,0.17958,61.292,29.851,0,9.065,897.75,0,15.591,29.182,0.21626,3.4531,3.6157,35.264,0.84064,0.14092,958.04,954.12,12.778,194.41,37.506
6,23.785,1220.2,1511.6,11.775,0.11311,0.013071,15.304,20.083,0,332.73,11821,0,1.1068e+05,22753,2.1484e+05,19917,67947,1044.6,11352,20184,25163,22.612
7,0.051836,1.7732,0,0.083791,0.12275,0,0.074727,53.343,0,0,1.73,0.11548,0.16316,0.56768,1.3373,0.18814,0.025055,5.3415,61.884,0.89138,29.208,33.787
8,0,0.035677,0,0,0,0,0,0.0045291,0,0,0.0070014,0,0,0,0.016543,0,0,1.3266,0.21515,0,0.03501,0
9999,948.1,10855,32035,1819.2,360.07,264.96,74794,41420,55.814,2624.1,70704,71.51,2.2908e+05,1.0108e+05,1.4068e+06,1.5261e+05,3.7391e+05,12536,35740,1.1608e+05,1.181e+05,2201.9
