Title,Area bare soil
Regions,States & Territories
Description,Annual mean area of bare soil.
InputFile,au/FractCov/BS/FractCover.V3_0_1.AnnualMeans.aust.005.BS.nc
RegionCode,STATE_CODE
RegionLabels,See file STE_codes.csv to match RegionCode to region name.
ColumnLabels,See file DLCD_codes.csv to match ColumnID to category name.
Units,km2
NoDataValue,-9999
Produced,05-Mar-2016 18:00:06
AuthorEmail,albert.vandijk@anu.edu.au
------------------------------------------
ColumnIDs,1,3,4,5,6,7,8,9,10,11,14,15,16,18,19,24,25,31,32,33,34,35
0,91.029,1882.7,841.98,773.63,58.823,0.42941,26973,19692,0,1158.4,12728,64.532,7569.2,15960,73724,21808,16336,3373.1,5414.1,21920,16579,593.02
1,29.128,642.24,12.567,629.4,203.03,0,11088,10701,0,104.38,1151.3,29.738,44.802,1105.1,737.49,225.46,117.03,1081.7,1984.2,2322.9,3249.5,618.36
2,336.63,1829.9,2796.3,530.69,51.461,284.69,4243.4,5925.4,57.946,1043.7,34348,0.025749,23508,37819,2.0202e+05,23568,23180,5379.3,14105,29237,48917,431.38
3,89.393,1808.8,15023,122.09,29.455,0,13643,4670.5,0,217.2,3738.4,1.1024,6588.8,4355.4,3.6615e+05,23841,78612,176.59,522.89,8938.3,3339.6,226.91
4,428.4,3321.3,12482,45.45,14.697,0.048759,27357,3161.3,0,86.521,5373.6,0,87887,18703,5.925e+05,73642,2.0655e+05,918.22,2868.5,37623,19680,320.33
5,2.8934,407.75,0.20592,62.81,28.407,0,8.5917,893.57,0,15.403,28.719,0.23495,3.1554,3.3838,35.83,0.82984,0.1381,932.45,959.92,13.68,195.88,37.521
6,25.472,1716,1559.5,12.146,0.10374,0.012377,15.168,18.343,0,385.08,11618,0,1.2008e+05,22157,2.1641e+05,21208,71109,1085,11539,21832,25498,23.353
7,0.076895,2.004,0,0.09053,0.12473,0,0.064991,66.812,0,0,2.2877,0.209,0.17755,0.77991,1.4686,0.16654,0.0096319,8.8827,91.82,0.99296,42.619,39.956
8,0,0.069701,0,0,0,0,0,0.0045775,0,0.0036394,0.013541,0.0022965,0.0017773,0,0.027622,0,0,1.1628,0.30139,0,0.092816,0
9999,1003,11611,32716,2176.3,386.1,285.18,83328,45129,57.946,3010.7,68988,95.844,2.4568e+05,1.001e+05,1.4516e+06,1.6429e+05,3.959e+05,12956,37485,1.2189e+05,1.175e+05,2290.8
