Title,Area bare soil
Regions,States & Territories
Description,Annual mean area of bare soil.
InputFile,au/FractCov/BS/FractCover.V3_0_1.AnnualMeans.aust.005.BS.nc
RegionCode,STATE_CODE
RegionLabels,See file STE_codes.csv to match RegionCode to region name.
ColumnLabels,See file DLCD_codes.csv to match ColumnID to category name.
Units,km2
NoDataValue,-9999
Produced,05-Mar-2016 19:08:20
AuthorEmail,albert.vandijk@anu.edu.au
------------------------------------------
ColumnIDs,1,3,4,5,6,7,8,9,10,11,14,15,16,18,19,24,25,31,32,33,34,35
0,77.677,1665.7,734.18,614.12,53.128,0.36458,22004,16495,0,929.63,10277,44.28,6052.9,12672,57155,18288,12628,3415.1,4589.2,19403,14070,551.5
1,26.053,611.22,11.494,530,184.22,0,10893,10087,0,101.3,1092.7,21.362,39.299,967.04,610.18,184.11,92.886,1126.9,1646.6,2152.9,2948,583.25
2,319.73,1696.5,2798.8,495.69,49,268.5,4290.4,5552.2,55.033,1167.4,43475,0.023066,26272,47616,2.4412e+05,26368,24817,5189.1,14185,34875,59217,413.39
3,83.707,1711.9,13267,124.11,29.823,0,11718,4476.5,0,209.41,3238.8,1.0535,5533.4,3403.2,3.3295e+05,22010,73120,182.13,470.18,7949.7,3137.2,226.82
4,412.49,3240.7,12677,49.791,16.862,0.040609,29086,3274.3,0,92.813,5436.6,0,83877,19550,5.7313e+05,68629,1.9788e+05,894.2,2779.3,35805,18956,325.99
5,3.2405,417.66,0.2095,66.85,31.826,0,10.472,944.65,0,19.26,35.812,0.2411,3.8749,4.3791,39.356,0.99493,0.14957,1099.9,1085.6,14.839,224.83,38.787
6,24.143,1172.7,1594.7,11.134,0.13132,0.012832,13.967,17.596,0,334.52,12142,0,1.0972e+05,24325,2.1048e+05,19677,67723,1105.6,11622,22435,27309,23.313
7,0.056114,1.7837,0,0.091779,0.14067,0,0.06954,49.547,0,0,1.5723,0.097012,0.16124,0.53494,1.355,0.18354,0.022786,4.9875,58.58,0.91061,28.632,35.069
8,0,0.034557,0,0,0,0,0,0.0022486,0,0,0.010232,0,0,0,0.024137,0,0,1.187,0.20945,0,0.034648,0
9999,947.09,10518,31083,1891.8,365.13,268.92,78016,40896,55.033,2854.3,75700,67.057,2.315e+05,1.0854e+05,1.4185e+06,1.5516e+05,3.7626e+05,13019,36437,1.2264e+05,1.2589e+05,2198.1
