Title,Area bare soil
Regions,States & Territories
Description,Annual mean area of bare soil.
InputFile,au/FractCov/BS/FractCover.V3_0_1.AnnualMeans.aust.005.BS.nc
RegionCode,STATE_CODE
RegionLabels,See file STE_codes.csv to match RegionCode to region name.
ColumnLabels,See file DLCD_codes.csv to match ColumnID to category name.
Units,km2
NoDataValue,-9999
Produced,05-Mar-2016 17:14:22
AuthorEmail,albert.vandijk@anu.edu.au
------------------------------------------
ColumnIDs,1,3,4,5,6,7,8,9,10,11,14,15,16,18,19,24,25,31,32,33,34,35
0,93.453,1785.1,778.15,599,56.364,0.39175,22791,17338,0,1006.1,10899,62.176,6802.1,13466,64318,19637,14343,3531.1,5098.4,20521,15139,593.38
1,25.646,644.99,13.143,431.66,163.31,0,10416,9456,0,92.22,1047.1,27.283,40.668,1019.9,664.82,202.17,107.23,1047,1687.8,2059,2854.7,541.45
2,361.34,1773.4,2737.4,506.67,49.781,257.41,4479.9,6063.8,53.927,1197.8,43461,0.028209,25603,45743,2.3432e+05,26160,24743,5490.7,15083,34143,61366,418.41
3,85.158,1688.3,13987,126.46,30.105,0,14063,4631.2,0,217.36,3569.5,1.0619,5968.5,3953.4,3.4089e+05,22424,73092,170.44,459.27,8158.8,3096.4,219.71
4,417.2,3219.8,12838,45.04,14.582,0.052541,23071,2846.2,0,91.059,5992.5,0,90330,21385,5.8864e+05,71778,2.009e+05,948.14,2993.9,39321,21196,305.37
5,2.8041,370.06,0.21713,63.076,29.728,0,7.9096,894.39,0,14.91,28.157,0.22389,2.9651,3.2983,34.443,0.79399,0.12779,970.68,953.49,13.322,185.76,37.569
6,24.609,1058.7,1656.2,10.506,0.098958,0.014226,15.633,19.016,0,324.63,13729,0,1.2801e+05,29170,2.244e+05,22386,71700,1162.6,12047,26165,29645,22.304
7,0.062408,1.7749,0,0.094171,0.14428,0,0.083614,61.07,0,0,2.077,0.25331,0.15887,0.71895,1.2883,0.1222,0.011385,11.834,106.21,0.81432,42.075,36.537
8,0,0.036503,0,0,0,0,0,0.0022486,0,0.0050135,0.0078933,0.0013954,0,0,0.016796,0,0,1.0824,0.26078,0,0.05467,0
9999,1010.3,10542,32010,1782.5,344.12,257.87,74845,41310,53.927,2944.1,78728,91.028,2.5676e+05,1.1474e+05,1.4533e+06,1.6259e+05,3.8488e+05,13334,38429,1.3038e+05,1.3353e+05,2174.7
